"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"송내1동-030",1,경기도 부천시 경인로19번길 34,경기도 부천시 송내1동 331-1,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내1동-021",1,경기도 부천시 경인로 43-13,경기도 부천시 송내1동 341-1,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내1동-190",1,경기도 부천시 서촌로44번길 7-13,경기도 부천시 송내1동 684-4,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내1동-017",1,경기도 부천시 경인로 47,경기도 부천시 송내1동 344-7,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내1동-127",1,경기도 부천시 송내대로30번길 46-11,경기도 부천시 송내1동 321,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내1동-251",1,경기도 부천시 경인로 50-9,경기도 부천시 송내1동 400-31,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내1동-046",1,경기도 부천시 송내대로30번길 67,경기도 부천시 송내1동 336-1,,,,,032-625-6075,경기도 부천시청,2019-09-10
"소사본3동-203",1,경기도 부천시 소사로148번길 93-13,경기도 부천시 소사본3동 283-38,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-327",1,경기도 부천시 소사로126번길 48,경기도 부천시 소사본3동 294-37,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-189",1,경기도 부천시 소사로160번길 99-1,경기도 부천시 소사본3동 278-58,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-293",1,경기도 부천시 은성로76번길 95-8,경기도 부천시 소사본3동 292-95,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-164",1,경기도 부천시 소사로170번길 72,경기도 부천시 소사본3동 274-19 (건물벽면),,,2004,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-066",1,,경기도 부천시 소사본3동 138-4 (154-2앞),,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"심곡동 349",1,경기도 부천시 부일로431번길 40,경기도 부천시 심곡1동 407-7 앞 코너 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 420",1,,경기도 부천시 심곡2동 385항천가든 앞 (387-1맞은편 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 655",1,,경기도 부천시 심곡2동 490-49번지맞은편전주,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 626",1,경기도 부천시 부천로80번길 60,경기도 부천시 심곡2동 181-3 앞 코너 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 494",1,경기도 부천시 부천로10번길 53,경기도 부천시 심곡2동 145-14 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사본3동-187",1,경기도 부천시 소사로148번길 99-17,경기도 부천시 소사본3동 280-10,,,,,032-625-6262,경기도 부천시청,2019-09-10
"심곡동 602",1,경기도 부천시 원미로31번길 38-1,경기도 부천시 심곡2동 137-35 앞 골목안 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 532",2,경기도 부천시 부천로54번길 18,경기도 부천시 심곡2동 160-3 신주예식장앞(161-13맞은편코너위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 509",1,,경기도 부천시 심곡2동 152-31 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 409",1,경기도 부천시 부천로 3-1,경기도 부천시 심곡2동 173-6 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"송내2동-293",1,경기도 부천시 마니로24번길 43-12,경기도 부천시 송내2동 677-3,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내2동-110",1,경기도 부천시 경인로150번길 44,경기도 부천시 송내2동 592-3,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내2동-186",1,,경기도 부천시 송내2동 산77-4,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내2동-187",1,,경기도 부천시 송내2동 산77-4,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내2동-072",1,,경기도 부천시 송내2동 595(593-9앞),,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내2동-145",1,경기도 부천시 성주로132번길 21,경기도 부천시 송내2동 679-1,,,,,032-625-6075,경기도 부천시청,2019-09-10
"소사동 169",1,,경기도 부천시 소사동 42-13 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 138",1,,경기도 부천시 소사동 12앞 (13-4 맞은편 성가병원 담벽위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 235",1,,경기도 부천시 소사동 33-14 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 155",1,,경기도 부천시 소사동 37-46 앞 골목입구 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 249",2,,경기도 부천시 소사동 24-31 앞 골목입구 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 202",1,,경기도 부천시 소사동 33-5 앞 코너 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 18",1,,경기도 부천시 소사동 74-68 앞 골목안 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 243",1,,경기도 부천시 소사동 32앞 (27-18 맞은편 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 203",1,,경기도 부천시 소사동 35-5번지골목입구전주,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 264",1,,경기도 부천시 소사동 26-2 앞 (24-17 맞은편 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 175",2,,경기도 부천시 소사동 42-38 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 205",1,,경기도 부천시 소사동 35-14 앞 골목입구 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 274",1,,경기도 부천시 소사동 19-앞 코너 위치,,,1986,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 68",1,,경기도 부천시 소사동 7-23 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 194",1,,경기도 부천시 소사동 39-12 맞은편 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 229",1,,경기도 부천시 소사동 32-3 앞 코너 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 83",1,,경기도 부천시 소사동 8-13 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 37",1,,경기도 부천시 소사동 44-21 앞 위치,,,1986,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 147",1,,경기도 부천시 소사동 12앞 (13맞은편 성가병원 담벽위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 76",1,경기도 부천시 부흥로 474,경기도 부천시 소사동 8번지 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 78",1,,경기도 부천시 소사동 8-32 앞 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"소사동 208",1,,경기도 부천시 소사동 35-33호앞전주,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동401",1,경기도 부천시 부천로1번길 38,경기도 부천시 심곡2동386-8번지앞전주철로변,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 377",1,경기도 부천시 부일로469번길 17,경기도 부천시 심곡2동 179-1 앞 (179-10과 사이에 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 450",1,,경기도 부천시 심곡2동 385-향천가든 104앞 (392-5맞은편 코너위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 638",1,경기도 부천시 부천로86번길 60,경기도 부천시 심곡2동 123-14호앞전주보안등,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"송내1동-228",1,경기도 부천시 성주로 59,경기도 부천시 송내1동 428-24,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내1동-244",1,경기도 부천시 경인로60번길 49,경기도 부천시 송내1동 425-5,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본1동-292",1,경기도 부천시 심곡로95번길 31,경기도 부천시 심곡본1동 818-6,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내1동-218",1,경기도 부천시 경인로60번가길 16,경기도 부천시 송내1동 428-13,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내1동-082",1,경기도 부천시 중동로71번길 75-1,경기도 부천시 송내1동 339-1,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내1동-086",1,경기도 부천시 송내대로42번길 97,경기도 부천시 송내1동 355-8,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내1동-075",1,경기도 부천시 중동로 73,경기도 부천시 송내1동 529,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내1동-020",1,,경기도 부천시 송내1동 340 (345-16 앞),,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내1동-236",1,경기도 부천시 경인로60번가길 6,경기도 부천시 송내1동 428-5,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내1동-291",1,,경기도 부천시 송내1동 416-1 (416-2 옆),,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내1동-159",1,경기도 부천시 경인로1185번길 27,경기도 부천시 송내1동 702-1,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내1동-255",1,경기도 부천시 성주로 6,경기도 부천시 송내1동 403-12,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내1동-069",1,,경기도 부천시 송내1동 368-1 (1),,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내1동-220",1,경기도 부천시 중동로7번길 9-2,경기도 부천시 송내1동 428-16,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내1동-268",1,경기도 부천시 성주로 13-1,경기도 부천시 송내1동 402-3,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내1동-154",1,경기도 부천시 경인로1185번길 57-9,경기도 부천시 송내1동 701-4,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내1동-155",1,경기도 부천시 송내대로33번길 47-3,경기도 부천시 송내1동 700-12,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내2동-181",1,,경기도 부천시 송내2동 산77-4,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내2동-206",1,경기도 부천시 성주로 74-7,경기도 부천시 송내2동 453-22,,,,,032-625-6075,경기도 부천시청,2019-09-10
"소사본3동-115",1,,경기도 부천시 소사본3동 193 (195-23 앞),,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-340",1,경기도 부천시 소사로102번길 66,"경기도 부천시 소사본3동 401-12 (401-3, 104동 옆)",,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-113",1,경기도 부천시 은성로68번길 22-6,경기도 부천시 소사본3동 195-18,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-024",1,경기도 부천시 은성로61번길 24,경기도 부천시 소사본3동 158,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-152",1,경기도 부천시 소사로160번길 68-5,경기도 부천시 소사본3동 286-24,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본3동-322",1,경기도 부천시 은성로98번길 128,경기도 부천시 소사본3동 294-78 길건너,,,,,032-625-6262,경기도 부천시청,2019-09-10
"송내2동-064",1,경기도 부천시 심곡로14번길 70,경기도 부천시 송내2동 579-16,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내2동-019",1,,경기도 부천시 송내2동 565,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내2동-255",1,경기도 부천시 경인로110번길 18,경기도 부천시 송내2동 385-5(385-25 옆),,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내2동-297",1,,경기도 부천시 송내2동 산57-16,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내2동-181",1,,경기도 부천시 송내2동 산77-4,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내2동-206",1,경기도 부천시 성주로 74-7,경기도 부천시 송내2동 453-22,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내2동-140",1,경기도 부천시 성주로132번길 10-6,경기도 부천시 송내2동 612-10,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내2동-056",1,경기도 부천시 경인로170번길 34,경기도 부천시 송내2동 596-4,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내2동-264",1,경기도 부천시 중동로22번길 101,경기도 부천시 송내2동 381-8,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내2동-189",1,,경기도 부천시 송내2동 산81-4,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내2동-030",1,,경기도 부천시 송내2동 560(육교),,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내2동-138",1,경기도 부천시 경인로138번길 91,경기도 부천시 송내2동 610,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내2동-121",1,경기도 부천시 경인로160번길 88-1,경기도 부천시 송내2동 615-2,,,,,032-625-6075,경기도 부천시청,2019-09-10
"송내2동-101",1,경기도 부천시 경인로160번길 52,경기도 부천시 송내2동 594-5,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡동 395",1,,경기도 부천시 심곡2동 316-5번지(389-2맞은편 전철담벽위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 376",1,경기도 부천시 부천로 21,경기도 부천시 심곡2동 177-4 앞 (177-3과 사이에 위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 383",1,경기도 부천시 부일로 435-13,경기도 부천시 심곡2동 402-1 앞 골목 입구 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 460",1,,경기도 부천시 심곡2동 316-6 번지 (141-6맞은편 전철 담벽위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 530",1,,경기도 부천시 심곡2동 59번지흥천공원(160-22맞은편 코너 위치1개),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 665",1,경기도 부천시 원미로8번길 33-11,경기도 부천시 심곡2동 490-73 앞 골목안 위치,,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 630",1,,경기도 부천시 심곡2동 184 앞 원미초등학교 담벽 (서쪽끝코너위치),,,,한전주,032-625-5074,경기도 부천시청,2019-09-10
"심곡본동-092",1,경기도 부천시 성무로 35,경기도 부천시 심곡본동 530-281 전주,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-260",1,경기도 부천시 성주로214번길 61,경기도 부천시 심곡본동 566-9,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-222",1,,경기도 부천시 심곡본동 706-6 (706-1 옆),,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-266",1,,경기도 부천시 심곡본동 731 (727 앞),,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-030",1,,경기도 부천시 심곡본동 524-115 (527-116 앞),,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-021",1,경기도 부천시 경인로294번길 35-1,경기도 부천시 심곡본동 796-42,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-114",1,경기도 부천시 하우로292번길 11,경기도 부천시 심곡본동 562-348,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-335",1,,경기도 부천시 심곡본동 554-25,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-252",1,경기도 부천시 성주로214번길 51,경기도 부천시 심곡본동 566-41,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-042",1,경기도 부천시 경인로284번길 34,경기도 부천시 심곡본동 743-7,,,,,032-625-6075,경기도 부천시청,2019-09-10
